instance,instance_source,well,folder_label,variable,role,unit_raw,unit_resolved,unit_canonical,n_rows,extent_s,coverage,valid_fraction,whole_life_distinct,n_gaps,gap_classes,longest_gap_s,n_good,n_uncertain,n_bad,unmapped_codes,clipped_fraction,censored,duplicate_timestamps,non_monotonic_positions,dst_transitions,edge_slack_s,flatline_verdict,flatline_fired_signals,flatline_signal_evidence,final_distinct,final_std,stall_s,ref_p99_change_interval_s,ref_p05_distinct,n_reference_windows,refusal_type,refusal_message
WELL-00001_20170201010207,REAL,WELL-00001,0,ESTADO-XO,MODE,,false,,21474,21473,1.000000,1.000000,1,0,,,21474,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201010207,REAL,WELL-00001,0,LABEL_class,MODE,,false,,21474,21473,1.000000,0.832355,1,0,,,17874,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201010207,REAL,WELL-00001,0,LABEL_state,MODE,,false,,21474,21473,1.000000,0.832355,1,0,,,17874,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201010207,REAL,WELL-00001,0,P-ANULAR,PV,Pa,true,pascals,21474,21473,1.000000,1.000000,4809,0,,,21474,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change;distinct_value_count_vs_p05,time_since_last_actual_change=stall 36s vs own p99 1s | distinct_value_count_vs_p05=565 distinct values vs reference p05 1116.5 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,565,11213.4,36,1,1116.55,4,,
WELL-00001_20170201010207,REAL,WELL-00001,0,P-JUS-CKGL,PV,Pa,true,pascals,21474,21473,1.000000,1.000000,4329,0,,,21474,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 2s vs own p99 6s | distinct_value_count_vs_p05=727 distinct values vs reference p05 726.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,727,209.558,2,6,726,4,,
WELL-00001_20170201010207,REAL,WELL-00001,0,P-MON-CKP,PV,Pa,true,pascals,21474,21473,1.000000,1.000000,16237,0,,,21474,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=3355 distinct values vs reference p05 3314.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,3355,187080,0,1,3314.3,4,,
WELL-00001_20170201010207,REAL,WELL-00001,0,P-PDG,PV,Pa,true,pascals,21474,21473,1.000000,1.000000,1,0,,,21474,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,4,,
WELL-00001_20170201010207,REAL,WELL-00001,0,P-TPT,PV,Pa,true,pascals,21474,21473,1.000000,1.000000,6214,0,,,21474,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change,time_since_last_actual_change=stall 965s vs own p99 1s | distinct_value_count_vs_p05=1344 distinct values vs reference p05 902.5 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1344,23208.8,965,1,902.55,4,,
WELL-00001_20170201010207,REAL,WELL-00001,0,QGL,PV,m3/s,true,cubic meters per second,21474,21473,1.000000,1.000000,1,0,,,21474,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,4,,
WELL-00001_20170201010207,REAL,WELL-00001,0,T-JUS-CKP,PV,oC,true,degrees Celsius,21474,21473,1.000000,1.000000,17444,0,,,21474,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=3437 distinct values vs reference p05 3381.9 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,3437,0.430308,0,1,3381.9,4,,
WELL-00001_20170201010207,REAL,WELL-00001,0,T-PDG,PV,oC,true,degrees Celsius,21474,21473,1.000000,1.000000,1,0,,,21474,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,4,,
WELL-00001_20170201010207,REAL,WELL-00001,0,T-TPT,PV,oC,true,degrees Celsius,21474,21473,1.000000,1.000000,1422,0,,,21474,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 22s | distinct_value_count_vs_p05=848 distinct values vs reference p05 252.1 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,848,0.0339121,0,22,252.05,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,ESTADO-DHSV,MODE,,false,,21527,21526,1.000000,1.000000,1,0,,,21527,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,ESTADO-M1,MODE,,false,,21527,21526,1.000000,1.000000,1,0,,,21527,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,ESTADO-M2,MODE,,false,,21527,21526,1.000000,1.000000,1,0,,,21527,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,ESTADO-PXO,MODE,,false,,21527,21526,1.000000,1.000000,1,0,,,21527,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,ESTADO-SDV-GL,MODE,,false,,21527,21526,1.000000,1.000000,1,0,,,21527,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,ESTADO-SDV-P,MODE,,false,,21527,21526,1.000000,1.000000,1,0,,,21527,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,ESTADO-W1,MODE,,false,,21527,21526,1.000000,1.000000,1,0,,,21527,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,ESTADO-W2,MODE,,false,,21527,21526,1.000000,1.000000,1,0,,,21527,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,ESTADO-XO,MODE,,false,,21527,21526,1.000000,1.000000,1,0,,,21527,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,LABEL_class,MODE,,false,,21527,21526,1.000000,0.832768,1,0,,,17927,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,LABEL_state,MODE,,false,,21527,21526,1.000000,0.832768,1,0,,,17927,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,P-ANULAR,PV,Pa,true,pascals,21527,21526,1.000000,1.000000,3701,0,,,21527,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change;distinct_value_count_vs_p05,time_since_last_actual_change=stall 2516s vs own p99 1s | distinct_value_count_vs_p05=361 distinct values vs reference p05 565.1 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,361,7696.96,2516,1,565.1,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,P-JUS-CKGL,PV,Pa,true,pascals,21527,21526,1.000000,1.000000,4343,0,,,21527,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 4s vs own p99 6s | distinct_value_count_vs_p05=727 distinct values vs reference p05 727.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,727,209.772,4,6,727,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,P-MON-CKP,PV,Pa,true,pascals,21527,21526,1.000000,1.000000,16143,0,,,21527,0,0,,,false,0,0,0,0,FIRED,distinct_value_count_vs_p05,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=3291 distinct values vs reference p05 3319.8 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,3291,163663,0,1,3319.8,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,P-PDG,PV,Pa,true,pascals,21527,21526,1.000000,1.000000,1,0,,,21527,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,P-TPT,PV,Pa,true,pascals,21527,21526,1.000000,1.000000,6504,0,,,21527,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=2911 distinct values vs reference p05 1313.8 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,2911,13696.5,0,1,1313.8,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,QGL,PV,m3/s,true,cubic meters per second,21527,21526,1.000000,1.000000,1,0,,,21527,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,T-JUS-CKP,PV,oC,true,degrees Celsius,21527,21526,1.000000,1.000000,17386,0,,,21527,0,0,,,false,0,0,0,0,FIRED,distinct_value_count_vs_p05,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=3361 distinct values vs reference p05 3429.5 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,3361,0.391087,0,1,3429.5,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,T-PDG,PV,oC,true,degrees Celsius,21527,21526,1.000000,1.000000,1,0,,,21527,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,4,,
WELL-00001_20170201060114,REAL,WELL-00001,0,T-TPT,PV,oC,true,degrees Celsius,21527,21526,1.000000,1.000000,1396,0,,,21527,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 6s | distinct_value_count_vs_p05=779 distinct values vs reference p05 697.5 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,779,0.0240111,0,6,697.55,4,,
WELL-00001_20170201110124,REAL,WELL-00001,0,ESTADO-DHSV,MODE,,false,,21517,21516,1.000000,1.000000,1,0,,,21517,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201110124,REAL,WELL-00001,0,ESTADO-M1,MODE,,false,,21517,21516,1.000000,1.000000,1,0,,,21517,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201110124,REAL,WELL-00001,0,ESTADO-M2,MODE,,false,,21517,21516,1.000000,1.000000,1,0,,,21517,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201110124,REAL,WELL-00001,0,ESTADO-PXO,MODE,,false,,21517,21516,1.000000,1.000000,1,0,,,21517,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201110124,REAL,WELL-00001,0,ESTADO-SDV-GL,MODE,,false,,21517,21516,1.000000,1.000000,1,0,,,21517,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201110124,REAL,WELL-00001,0,ESTADO-SDV-P,MODE,,false,,21517,21516,1.000000,1.000000,1,0,,,21517,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201110124,REAL,WELL-00001,0,ESTADO-W1,MODE,,false,,21517,21516,1.000000,1.000000,1,0,,,21517,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201110124,REAL,WELL-00001,0,ESTADO-W2,MODE,,false,,21517,21516,1.000000,1.000000,1,0,,,21517,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201110124,REAL,WELL-00001,0,ESTADO-XO,MODE,,false,,21517,21516,1.000000,1.000000,1,0,,,21517,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201110124,REAL,WELL-00001,0,LABEL_class,MODE,,false,,21517,21516,1.000000,0.832690,1,0,,,17917,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201110124,REAL,WELL-00001,0,LABEL_state,MODE,,false,,21517,21516,1.000000,0.832690,1,0,,,17917,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,4,,
WELL-00001_20170201110124,REAL,WELL-00001,0,P-ANULAR,PV,Pa,true,pascals,21517,21516,1.000000,1.000000,1863,0,,,21517,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change;distinct_value_count_vs_p05,time_since_last_actual_change=stall 3600s vs own p99 1s | distinct_value_count_vs_p05=1 distinct values vs reference p05 327.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,1,327,4,,
WELL-00001_20170201110124,REAL,WELL-00001,0,P-JUS-CKGL,PV,Pa,true,pascals,21517,21516,1.000000,1.000000,3607,0,,,21517,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change;distinct_value_count_vs_p05,time_since_last_actual_change=stall 11s vs own p99 6s | distinct_value_count_vs_p05=183 distinct values vs reference p05 727.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,183,52.7222,11,6,727,4,,
WELL-00001_20170201110124,REAL,WELL-00001,0,P-MON-CKP,PV,Pa,true,pascals,21517,21516,1.000000,1.000000,15643,0,,,21517,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=3337 distinct values vs reference p05 3289.7 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,3337,184438,0,1,3289.65,4,,
WELL-00001_20170201110124,REAL,WELL-00001,0,P-PDG,PV,Pa,true,pascals,21517,21516,1.000000,1.000000,1,0,,,21517,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,4,,
WELL-00001_20170201110124,REAL,WELL-00001,0,P-TPT,PV,Pa,true,pascals,21517,21516,1.000000,1.000000,7654,0,,,21517,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=1682 distinct values vs reference p05 1429.6 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1682,7978.3,0,1,1429.6,4,,
