window_key,experiment,folder,window_index,role,window_start,window_end,n_rows,n_anomaly_rows,label,label_majority,changepoint_in_window,group
anomaly-free__anomaly-free:34,anomaly-free__anomaly-free,anomaly-free,34,stream,2020-02-08T14:04:47+00:00,2020-02-08T14:05:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:35,anomaly-free__anomaly-free,anomaly-free,35,stream,2020-02-08T14:05:47+00:00,2020-02-08T14:06:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:36,anomaly-free__anomaly-free,anomaly-free,36,stream,2020-02-08T14:06:47+00:00,2020-02-08T14:07:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:37,anomaly-free__anomaly-free,anomaly-free,37,stream,2020-02-08T14:07:47+00:00,2020-02-08T14:08:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:38,anomaly-free__anomaly-free,anomaly-free,38,stream,2020-02-08T14:08:47+00:00,2020-02-08T14:09:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:39,anomaly-free__anomaly-free,anomaly-free,39,stream,2020-02-08T14:09:47+00:00,2020-02-08T14:10:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:40,anomaly-free__anomaly-free,anomaly-free,40,stream,2020-02-08T14:10:47+00:00,2020-02-08T14:11:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:41,anomaly-free__anomaly-free,anomaly-free,41,stream,2020-02-08T14:11:47+00:00,2020-02-08T14:12:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:42,anomaly-free__anomaly-free,anomaly-free,42,stream,2020-02-08T14:12:47+00:00,2020-02-08T14:13:47+00:00,55,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:43,anomaly-free__anomaly-free,anomaly-free,43,stream,2020-02-08T14:13:47+00:00,2020-02-08T14:14:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:44,anomaly-free__anomaly-free,anomaly-free,44,stream,2020-02-08T14:14:47+00:00,2020-02-08T14:15:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:45,anomaly-free__anomaly-free,anomaly-free,45,stream,2020-02-08T14:15:47+00:00,2020-02-08T14:16:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:46,anomaly-free__anomaly-free,anomaly-free,46,stream,2020-02-08T14:16:47+00:00,2020-02-08T14:17:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:47,anomaly-free__anomaly-free,anomaly-free,47,stream,2020-02-08T14:17:47+00:00,2020-02-08T14:18:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:48,anomaly-free__anomaly-free,anomaly-free,48,stream,2020-02-08T14:18:47+00:00,2020-02-08T14:19:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:49,anomaly-free__anomaly-free,anomaly-free,49,stream,2020-02-08T14:19:47+00:00,2020-02-08T14:20:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:50,anomaly-free__anomaly-free,anomaly-free,50,stream,2020-02-08T14:20:47+00:00,2020-02-08T14:21:47+00:00,55,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:51,anomaly-free__anomaly-free,anomaly-free,51,stream,2020-02-08T14:21:47+00:00,2020-02-08T14:22:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:52,anomaly-free__anomaly-free,anomaly-free,52,stream,2020-02-08T14:22:47+00:00,2020-02-08T14:23:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:53,anomaly-free__anomaly-free,anomaly-free,53,stream,2020-02-08T14:23:47+00:00,2020-02-08T14:24:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:54,anomaly-free__anomaly-free,anomaly-free,54,stream,2020-02-08T14:24:47+00:00,2020-02-08T14:25:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:55,anomaly-free__anomaly-free,anomaly-free,55,stream,2020-02-08T14:25:47+00:00,2020-02-08T14:26:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:56,anomaly-free__anomaly-free,anomaly-free,56,stream,2020-02-08T14:26:47+00:00,2020-02-08T14:27:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:57,anomaly-free__anomaly-free,anomaly-free,57,stream,2020-02-08T14:27:47+00:00,2020-02-08T14:28:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:58,anomaly-free__anomaly-free,anomaly-free,58,stream,2020-02-08T14:28:47+00:00,2020-02-08T14:29:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:59,anomaly-free__anomaly-free,anomaly-free,59,stream,2020-02-08T14:29:47+00:00,2020-02-08T14:30:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:60,anomaly-free__anomaly-free,anomaly-free,60,stream,2020-02-08T14:30:47+00:00,2020-02-08T14:31:47+00:00,55,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:61,anomaly-free__anomaly-free,anomaly-free,61,stream,2020-02-08T14:31:47+00:00,2020-02-08T14:32:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:62,anomaly-free__anomaly-free,anomaly-free,62,stream,2020-02-08T14:32:47+00:00,2020-02-08T14:33:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:63,anomaly-free__anomaly-free,anomaly-free,63,stream,2020-02-08T14:33:47+00:00,2020-02-08T14:34:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:64,anomaly-free__anomaly-free,anomaly-free,64,stream,2020-02-08T14:34:47+00:00,2020-02-08T14:35:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:65,anomaly-free__anomaly-free,anomaly-free,65,stream,2020-02-08T14:35:47+00:00,2020-02-08T14:36:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:66,anomaly-free__anomaly-free,anomaly-free,66,stream,2020-02-08T14:36:47+00:00,2020-02-08T14:37:47+00:00,55,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:67,anomaly-free__anomaly-free,anomaly-free,67,stream,2020-02-08T14:37:47+00:00,2020-02-08T14:38:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:68,anomaly-free__anomaly-free,anomaly-free,68,stream,2020-02-08T14:38:47+00:00,2020-02-08T14:39:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:69,anomaly-free__anomaly-free,anomaly-free,69,stream,2020-02-08T14:39:47+00:00,2020-02-08T14:40:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:70,anomaly-free__anomaly-free,anomaly-free,70,stream,2020-02-08T14:40:47+00:00,2020-02-08T14:41:47+00:00,55,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:71,anomaly-free__anomaly-free,anomaly-free,71,stream,2020-02-08T14:41:47+00:00,2020-02-08T14:42:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:72,anomaly-free__anomaly-free,anomaly-free,72,stream,2020-02-08T14:42:47+00:00,2020-02-08T14:43:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:73,anomaly-free__anomaly-free,anomaly-free,73,stream,2020-02-08T14:43:47+00:00,2020-02-08T14:44:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:74,anomaly-free__anomaly-free,anomaly-free,74,stream,2020-02-08T14:44:47+00:00,2020-02-08T14:45:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:75,anomaly-free__anomaly-free,anomaly-free,75,stream,2020-02-08T14:45:47+00:00,2020-02-08T14:46:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:76,anomaly-free__anomaly-free,anomaly-free,76,stream,2020-02-08T14:46:47+00:00,2020-02-08T14:47:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:77,anomaly-free__anomaly-free,anomaly-free,77,stream,2020-02-08T14:47:47+00:00,2020-02-08T14:48:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:78,anomaly-free__anomaly-free,anomaly-free,78,stream,2020-02-08T14:48:47+00:00,2020-02-08T14:49:47+00:00,55,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:79,anomaly-free__anomaly-free,anomaly-free,79,stream,2020-02-08T14:49:47+00:00,2020-02-08T14:50:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:80,anomaly-free__anomaly-free,anomaly-free,80,stream,2020-02-08T14:50:47+00:00,2020-02-08T14:51:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:81,anomaly-free__anomaly-free,anomaly-free,81,stream,2020-02-08T14:51:47+00:00,2020-02-08T14:52:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:82,anomaly-free__anomaly-free,anomaly-free,82,stream,2020-02-08T14:52:47+00:00,2020-02-08T14:53:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:83,anomaly-free__anomaly-free,anomaly-free,83,stream,2020-02-08T14:53:47+00:00,2020-02-08T14:54:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:84,anomaly-free__anomaly-free,anomaly-free,84,stream,2020-02-08T14:54:47+00:00,2020-02-08T14:55:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:85,anomaly-free__anomaly-free,anomaly-free,85,stream,2020-02-08T14:55:47+00:00,2020-02-08T14:56:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:86,anomaly-free__anomaly-free,anomaly-free,86,stream,2020-02-08T14:56:47+00:00,2020-02-08T14:57:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:87,anomaly-free__anomaly-free,anomaly-free,87,stream,2020-02-08T14:57:47+00:00,2020-02-08T14:58:47+00:00,56,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:88,anomaly-free__anomaly-free,anomaly-free,88,stream,2020-02-08T14:58:47+00:00,2020-02-08T14:59:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:89,anomaly-free__anomaly-free,anomaly-free,89,stream,2020-02-08T14:59:47+00:00,2020-02-08T15:00:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:90,anomaly-free__anomaly-free,anomaly-free,90,stream,2020-02-08T15:00:47+00:00,2020-02-08T15:01:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:91,anomaly-free__anomaly-free,anomaly-free,91,stream,2020-02-08T15:01:47+00:00,2020-02-08T15:02:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:92,anomaly-free__anomaly-free,anomaly-free,92,stream,2020-02-08T15:02:47+00:00,2020-02-08T15:03:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:93,anomaly-free__anomaly-free,anomaly-free,93,stream,2020-02-08T15:03:47+00:00,2020-02-08T15:04:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:94,anomaly-free__anomaly-free,anomaly-free,94,stream,2020-02-08T15:04:47+00:00,2020-02-08T15:05:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:95,anomaly-free__anomaly-free,anomaly-free,95,stream,2020-02-08T15:05:47+00:00,2020-02-08T15:06:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:96,anomaly-free__anomaly-free,anomaly-free,96,stream,2020-02-08T15:06:47+00:00,2020-02-08T15:07:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:97,anomaly-free__anomaly-free,anomaly-free,97,stream,2020-02-08T15:07:47+00:00,2020-02-08T15:08:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:98,anomaly-free__anomaly-free,anomaly-free,98,stream,2020-02-08T15:08:47+00:00,2020-02-08T15:09:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:99,anomaly-free__anomaly-free,anomaly-free,99,stream,2020-02-08T15:09:47+00:00,2020-02-08T15:10:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:100,anomaly-free__anomaly-free,anomaly-free,100,stream,2020-02-08T15:10:47+00:00,2020-02-08T15:11:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:101,anomaly-free__anomaly-free,anomaly-free,101,stream,2020-02-08T15:11:47+00:00,2020-02-08T15:12:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:102,anomaly-free__anomaly-free,anomaly-free,102,stream,2020-02-08T15:12:47+00:00,2020-02-08T15:13:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:103,anomaly-free__anomaly-free,anomaly-free,103,stream,2020-02-08T15:13:47+00:00,2020-02-08T15:14:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:104,anomaly-free__anomaly-free,anomaly-free,104,stream,2020-02-08T15:14:47+00:00,2020-02-08T15:15:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:105,anomaly-free__anomaly-free,anomaly-free,105,stream,2020-02-08T15:15:47+00:00,2020-02-08T15:16:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:106,anomaly-free__anomaly-free,anomaly-free,106,stream,2020-02-08T15:16:47+00:00,2020-02-08T15:17:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:107,anomaly-free__anomaly-free,anomaly-free,107,stream,2020-02-08T15:17:47+00:00,2020-02-08T15:18:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:108,anomaly-free__anomaly-free,anomaly-free,108,stream,2020-02-08T15:18:47+00:00,2020-02-08T15:19:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:109,anomaly-free__anomaly-free,anomaly-free,109,stream,2020-02-08T15:19:47+00:00,2020-02-08T15:20:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:110,anomaly-free__anomaly-free,anomaly-free,110,stream,2020-02-08T15:20:47+00:00,2020-02-08T15:21:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:111,anomaly-free__anomaly-free,anomaly-free,111,stream,2020-02-08T15:21:47+00:00,2020-02-08T15:22:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:112,anomaly-free__anomaly-free,anomaly-free,112,stream,2020-02-08T15:22:47+00:00,2020-02-08T15:23:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:113,anomaly-free__anomaly-free,anomaly-free,113,stream,2020-02-08T15:23:47+00:00,2020-02-08T15:24:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:114,anomaly-free__anomaly-free,anomaly-free,114,stream,2020-02-08T15:24:47+00:00,2020-02-08T15:25:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:115,anomaly-free__anomaly-free,anomaly-free,115,stream,2020-02-08T15:25:47+00:00,2020-02-08T15:26:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:116,anomaly-free__anomaly-free,anomaly-free,116,stream,2020-02-08T15:26:47+00:00,2020-02-08T15:27:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:117,anomaly-free__anomaly-free,anomaly-free,117,stream,2020-02-08T15:27:47+00:00,2020-02-08T15:28:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:118,anomaly-free__anomaly-free,anomaly-free,118,stream,2020-02-08T15:28:47+00:00,2020-02-08T15:29:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:119,anomaly-free__anomaly-free,anomaly-free,119,stream,2020-02-08T15:29:47+00:00,2020-02-08T15:30:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:120,anomaly-free__anomaly-free,anomaly-free,120,stream,2020-02-08T15:30:47+00:00,2020-02-08T15:31:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:121,anomaly-free__anomaly-free,anomaly-free,121,stream,2020-02-08T15:31:47+00:00,2020-02-08T15:32:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:122,anomaly-free__anomaly-free,anomaly-free,122,stream,2020-02-08T15:32:47+00:00,2020-02-08T15:33:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:123,anomaly-free__anomaly-free,anomaly-free,123,stream,2020-02-08T15:33:47+00:00,2020-02-08T15:34:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:124,anomaly-free__anomaly-free,anomaly-free,124,stream,2020-02-08T15:34:47+00:00,2020-02-08T15:35:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:125,anomaly-free__anomaly-free,anomaly-free,125,stream,2020-02-08T15:35:47+00:00,2020-02-08T15:36:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:126,anomaly-free__anomaly-free,anomaly-free,126,stream,2020-02-08T15:36:47+00:00,2020-02-08T15:37:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:127,anomaly-free__anomaly-free,anomaly-free,127,stream,2020-02-08T15:37:47+00:00,2020-02-08T15:38:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:128,anomaly-free__anomaly-free,anomaly-free,128,stream,2020-02-08T15:38:47+00:00,2020-02-08T15:39:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:129,anomaly-free__anomaly-free,anomaly-free,129,stream,2020-02-08T15:39:47+00:00,2020-02-08T15:40:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:130,anomaly-free__anomaly-free,anomaly-free,130,stream,2020-02-08T15:40:47+00:00,2020-02-08T15:41:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:131,anomaly-free__anomaly-free,anomaly-free,131,stream,2020-02-08T15:41:47+00:00,2020-02-08T15:42:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:132,anomaly-free__anomaly-free,anomaly-free,132,stream,2020-02-08T15:42:47+00:00,2020-02-08T15:43:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:133,anomaly-free__anomaly-free,anomaly-free,133,stream,2020-02-08T15:43:47+00:00,2020-02-08T15:44:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:134,anomaly-free__anomaly-free,anomaly-free,134,stream,2020-02-08T15:44:47+00:00,2020-02-08T15:45:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:135,anomaly-free__anomaly-free,anomaly-free,135,stream,2020-02-08T15:45:47+00:00,2020-02-08T15:46:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:136,anomaly-free__anomaly-free,anomaly-free,136,stream,2020-02-08T15:46:47+00:00,2020-02-08T15:47:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:137,anomaly-free__anomaly-free,anomaly-free,137,stream,2020-02-08T15:47:47+00:00,2020-02-08T15:48:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:138,anomaly-free__anomaly-free,anomaly-free,138,stream,2020-02-08T15:48:47+00:00,2020-02-08T15:49:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:139,anomaly-free__anomaly-free,anomaly-free,139,stream,2020-02-08T15:49:47+00:00,2020-02-08T15:50:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:140,anomaly-free__anomaly-free,anomaly-free,140,stream,2020-02-08T15:50:47+00:00,2020-02-08T15:51:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:141,anomaly-free__anomaly-free,anomaly-free,141,stream,2020-02-08T15:51:47+00:00,2020-02-08T15:52:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:142,anomaly-free__anomaly-free,anomaly-free,142,stream,2020-02-08T15:52:47+00:00,2020-02-08T15:53:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:143,anomaly-free__anomaly-free,anomaly-free,143,stream,2020-02-08T15:53:47+00:00,2020-02-08T15:54:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:144,anomaly-free__anomaly-free,anomaly-free,144,stream,2020-02-08T15:54:47+00:00,2020-02-08T15:55:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:145,anomaly-free__anomaly-free,anomaly-free,145,stream,2020-02-08T15:55:47+00:00,2020-02-08T15:56:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:146,anomaly-free__anomaly-free,anomaly-free,146,stream,2020-02-08T15:56:47+00:00,2020-02-08T15:57:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:147,anomaly-free__anomaly-free,anomaly-free,147,stream,2020-02-08T15:57:47+00:00,2020-02-08T15:58:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:148,anomaly-free__anomaly-free,anomaly-free,148,stream,2020-02-08T15:58:47+00:00,2020-02-08T15:59:47+00:00,58,0,0,0,False,anomaly_free
