tool,instance,well,folder_label,onset_kind,fold,n_baseline_scored,baseline_max,pre,post0,post1,refusal
mad,WELL-00022_20181020133850,WELL-00022,7,transient,0,3,1.0625174712308543,0.9319486267595687,2.3227247850676394,2.8292964263987135,
mad,WELL-00022_20181026005827,WELL-00022,7,transient,0,3,1.3196558337576498,4.72202234049585,25.073460841353672,36.950363345151686,
mad,WELL-00022_20181101193049,WELL-00022,7,transient,0,3,10.557246670057575,11.096839277639518,11.612971337064998,11.354905307350592,
mad,WELL-00023_20180826212652,WELL-00023,7,transient,2,3,1.12003165002988,1.0260807005817383,1.0181971193346704,0.8191515116079451,
mad,WELL-00023_20181014121654,WELL-00023,7,transient,2,3,0.8776602135698205,2.086995887118203,9.28638241085118,12.200776616564443,
mad,WELL-00023_20181019115124,WELL-00023,7,transient,2,3,1.0391226549709032,3.3520399754797663,5.175164676423361,5.731589123529601,
mad,WELL-00023_20181030045054,WELL-00023,7,transient,2,3,0.17986537726310686,0.21385914068121453,1.259044656917365,1.6637424513267385,
mad,WELL-00024_20160712123044,WELL-00024,7,transient,1,3,2.227668527425084,2.227668527425084,2.120081335963227,2.120081335963227,
mad,WELL-00024_20160720230624,WELL-00024,7,transient,1,3,0.8907807658732871,1.7392377674058603,2.7221682676798324,3.414636010672383,
mad,WELL-00024_20160722105543,WELL-00024,7,transient,1,3,2.661964935574765,2.407883295649539,4.337214890274269,6.581968815791269,
mad,WELL-00024_20160729172014,WELL-00024,7,transient,1,3,1.0711769953770363,1.060483828795987,1.8514473171032906,1.814137014380033,
mad,WELL-00024_20160825100303,WELL-00024,7,transient,1,3,2.291904722228835,4.812783898783227,4.450569424713079,3.48143612517583,
mad,WELL-00024_20160909220000,WELL-00024,7,transient,1,3,1.505559730974543,2.831869291625999,4.449903190738052,4.314757064298808,
mad,WELL-00024_20161001112049,WELL-00024,7,transient,1,3,0.2890674683469286,0.38542329112934526,0.6744907594765952,0.6744907594765952,
mad,WELL-00024_20161026065657,WELL-00024,7,transient,1,3,0.7040690543322642,0.7040690543322642,0.6470871487038483,0.7410508479413352,
mad,WELL-00025_20200629194141,WELL-00025,8,transient,1,3,0.29996889584035874,0.7917979939243108,223.88241658071948,390.9280603067222,
mad,WELL-00026_20160601130000,WELL-00026,8,transient,4,3,0.9971787846938153,1.3541505383321621,1.6862268986914881,4.369632582076791,
mad,WELL-00026_20170207230000,WELL-00026,8,transient,4,3,1.7224185725738697,0.5972589931243133,0.9759386207606404,1.3541303033766758,
mad,WELL-00026_20170608230000,WELL-00026,8,transient,4,3,3.8208695454533803,0.6399343069037905,2.8065597844568546,4.61203115903067,
mad,WELL-00027_20230918170106,WELL-00027,8,transient,0,3,0.9300332550496994,1.2508825956661742,96.21577059921056,106.44648304406215,
mad,WELL-00028_20210617053128,WELL-00028,8,transient,2,3,1.4839895824334324,1.3490425809448143,168.1162342640366,112.3027114528531,
mad,WELL-00029_20201020231724,WELL-00029,8,transient,2,3,0.646676707539416,0.3226302913165875,1639.135390924182,1678.209498220596,
mad,WELL-00030_20141108012623,WELL-00030,8,transient,2,3,1.5822558941759448,0.5557313178018062,31.694115837926663,33.105220572661736,
mad,WELL-00031_20140403170404,WELL-00031,8,transient,1,3,0.9040294996126094,1.8009962687594951,796.5806496723247,871.9611719329918,
mad,WELL-00032_20110830235321,WELL-00032,8,transient,0,3,0.9001182830367329,2.9857776527657793,1608.2992978599032,3000.6867687236568,
mad,WELL-00037_20181011071238,WELL-00037,9,transient,3,3,0.6280966714082893,1.3444657561082467,2.5629006764530637,2.8584778808493807,
mad,WELL-00040_20181013160242,WELL-00040,9,transient,0,3,1.2258852399602087,0.31851333728284387,3.168528412117011,5.350612373110998,
mad,WELL-00041_20181013160201,WELL-00041,9,transient,1,3,3.6716528746973474,1.6831329043819625,3.582184557277231,9.565789319221645,
mad,WELL-00042_20141217142745,WELL-00042,9,transient,4,3,2.101388697487063,2.7647595046957534,6.628032966180037,11.841155135743033,
mad,WELL-00042_20141221190219,WELL-00042,9,transient,4,3,3.202514511594695,1.0923043724086736,1.5946958015820836,2.52052636552953,
spc,WELL-00001_20140124083303,WELL-00001,1,transient,4,3,72.0,142.0,176.0,190.0,
spc,WELL-00001_20170226130146,WELL-00001,7,transient,4,3,132.0,132.0,127.0,141.0,
spc,WELL-00002_20140212160333,WELL-00002,6,transient,3,3,15.0,17.0,58.0,23.0,
spc,WELL-00006_20170731170930,WELL-00006,1,transient,2,3,136.0,119.0,295.0,362.0,
spc,WELL-00006_20180617190257,WELL-00006,1,transient,2,3,69.0,63.0,121.0,187.0,
spc,WELL-00014_20160304155906,WELL-00014,9,transient,2,3,273.0,184.0,256.0,314.0,
spc,WELL-00014_20160306070000,WELL-00014,9,transient,2,3,139.0,156.0,252.0,302.0,
spc,WELL-00019_20120601165020,WELL-00019,8,transient,3,3,103.0,87.0,459.0,380.0,
spc,WELL-00019_20141117190526,WELL-00019,8,transient,3,3,50.0,49.0,514.0,447.0,
spc,WELL-00019_20150614025713,WELL-00019,8,transient,3,3,57.0,36.0,115.0,81.0,
spc,WELL-00019_20210617032654,WELL-00019,8,transient,3,3,1.0,1.0,122.0,143.0,
spc,WELL-00021_20180611011218,WELL-00021,7,transient,3,3,47.0,50.0,78.0,93.0,
spc,WELL-00021_20190403013307,WELL-00021,7,transient,3,3,71.0,93.0,137.0,171.0,
spc,WELL-00022_20180802233838,WELL-00022,7,transient,0,3,34.0,97.0,85.0,98.0,
spc,WELL-00022_20180912025800,WELL-00022,7,transient,0,3,80.0,156.0,99.0,86.0,
spc,WELL-00022_20180919003240,WELL-00022,7,transient,0,3,57.0,148.0,140.0,109.0,
spc,WELL-00022_20180925003447,WELL-00022,7,transient,0,3,87.0,34.0,48.0,71.0,
spc,WELL-00022_20181007080700,WELL-00022,7,transient,0,3,39.0,21.0,61.0,107.0,
spc,WELL-00022_20181020133850,WELL-00022,7,transient,0,3,19.0,12.0,9.0,9.0,
spc,WELL-00022_20181026005827,WELL-00022,7,transient,0,3,22.0,45.0,122.0,129.0,
spc,WELL-00022_20181101193049,WELL-00022,7,transient,0,3,80.0,109.0,151.0,225.0,
spc,WELL-00023_20180826212652,WELL-00023,7,transient,2,3,49.0,22.0,19.0,3.0,
spc,WELL-00023_20181014121654,WELL-00023,7,transient,2,3,36.0,67.0,119.0,103.0,
spc,WELL-00023_20181019115124,WELL-00023,7,transient,2,3,40.0,82.0,87.0,80.0,
spc,WELL-00023_20181030045054,WELL-00023,7,transient,2,3,4.0,4.0,14.0,12.0,
spc,WELL-00024_20160712123044,WELL-00024,7,transient,1,3,59.0,8.0,62.0,34.0,
spc,WELL-00024_20160720230624,WELL-00024,7,transient,1,3,4.0,12.0,28.0,55.0,
spc,WELL-00024_20160722105543,WELL-00024,7,transient,1,3,44.0,53.0,161.0,178.0,
spc,WELL-00024_20160729172014,WELL-00024,7,transient,1,3,7.0,4.0,12.0,10.0,
spc,WELL-00024_20160825100303,WELL-00024,7,transient,1,3,16.0,69.0,73.0,68.0,
spc,WELL-00024_20160909220000,WELL-00024,7,transient,1,3,54.0,31.0,122.0,131.0,
spc,WELL-00024_20161001112049,WELL-00024,7,transient,1,3,1.0,0.0,4.0,8.0,
spc,WELL-00024_20161026065657,WELL-00024,7,transient,1,3,8.0,12.0,7.0,8.0,
spc,WELL-00025_20200629194141,WELL-00025,8,transient,1,3,56.0,58.0,465.0,393.0,
spc,WELL-00026_20160601130000,WELL-00026,8,transient,4,3,24.0,12.0,16.0,69.0,
spc,WELL-00026_20170207230000,WELL-00026,8,transient,4,3,31.0,27.0,26.0,14.0,
spc,WELL-00026_20170608230000,WELL-00026,8,transient,4,3,44.0,19.0,39.0,102.0,
spc,WELL-00027_20230918170106,WELL-00027,8,transient,0,3,40.0,32.0,241.0,253.0,
spc,WELL-00028_20210617053128,WELL-00028,8,transient,2,3,10.0,11.0,209.0,216.0,
spc,WELL-00029_20201020231724,WELL-00029,8,transient,2,3,29.0,10.0,442.0,476.0,
spc,WELL-00030_20141108012623,WELL-00030,8,transient,2,3,198.0,136.0,412.0,374.0,
spc,WELL-00031_20140403170404,WELL-00031,8,transient,1,3,79.0,75.0,222.0,232.0,
spc,WELL-00032_20110830235321,WELL-00032,8,transient,0,3,171.0,198.0,340.0,348.0,
spc,WELL-00037_20181011071238,WELL-00037,9,transient,3,3,67.0,70.0,98.0,72.0,
spc,WELL-00040_20181013160242,WELL-00040,9,transient,0,3,36.0,38.0,76.0,126.0,
spc,WELL-00041_20181013160201,WELL-00041,9,transient,1,3,133.0,47.0,112.0,136.0,
spc,WELL-00042_20141217142745,WELL-00042,9,transient,4,3,174.0,173.0,427.0,469.0,
spc,WELL-00042_20141221190219,WELL-00042,9,transient,4,3,266.0,231.0,169.0,158.0,
mspc_t2,WELL-00001_20140124083303,WELL-00001,1,transient,4,3,0.005677589690270666,138.8272769815885,126160.56640255197,517690.0007652276,
mspc_t2,WELL-00001_20170226130146,WELL-00001,7,transient,4,3,0.005775412521509675,0.005241320293798766,8.095315580268108,2.4575051601557445,
mspc_t2,WELL-00002_20140212160333,WELL-00002,6,transient,3,0,,,,,"window lacks P-JUS-CKGL, P-MON-CKP; refusing to align a matrix with a hole in it"
mspc_t2,WELL-00006_20170731170930,WELL-00006,1,transient,2,3,0.004269418881235471,0.003779658002560248,138.9873572482096,458.8717393845893,
mspc_t2,WELL-00006_20180617190257,WELL-00006,1,transient,2,0,,,,,sub-group grid has non-finite cells; refusing to interpolate across tags
mspc_t2,WELL-00014_20160304155906,WELL-00014,9,transient,2,3,0.004247008336697194,0.004283728551184428,0.0046126091591539315,0.004929402462271778,
mspc_t2,WELL-00014_20160306070000,WELL-00014,9,transient,2,3,0.004252229888427064,51.1353234950418,1601.4766929209547,3268.960127302972,
mspc_t2,WELL-00019_20120601165020,WELL-00019,8,transient,3,0,,,,,window lacks P-ANULAR; refusing to align a matrix with a hole in it
mspc_t2,WELL-00019_20141117190526,WELL-00019,8,transient,3,0,,,,,window lacks P-ANULAR; refusing to align a matrix with a hole in it
mspc_t2,WELL-00019_20150614025713,WELL-00019,8,transient,3,0,,,,,window lacks P-ANULAR; refusing to align a matrix with a hole in it
mspc_t2,WELL-00019_20210617032654,WELL-00019,8,transient,3,0,,,,,window lacks P-ANULAR; refusing to align a matrix with a hole in it
mspc_t2,WELL-00021_20180611011218,WELL-00021,7,transient,3,3,0.0002902048559696866,0.000256700823594889,0.0002603392398990307,0.00023698572566950216,
mspc_t2,WELL-00021_20190403013307,WELL-00021,7,transient,3,3,0.0002798187426823639,0.00031912051650963405,0.00040744070423773704,0.0013231126892918159,
mspc_t2,WELL-00022_20180802233838,WELL-00022,7,transient,0,3,0.0015743140207180348,5.132859079144182,3.932460711450787,4.160296105899517,
mspc_t2,WELL-00022_20180912025800,WELL-00022,7,transient,0,3,0.001660977125822691,6.324604274595959,4.073790340213582,0.05619817159578209,
mspc_t2,WELL-00022_20180919003240,WELL-00022,7,transient,0,3,0.0017059899992984322,4.376902840798149,0.013350969181534405,4.38296015667814,
mspc_t2,WELL-00022_20180925003447,WELL-00022,7,transient,0,3,0.0016878824878865015,21.820965703919203,83.02249848315365,1.585018183725405,
mspc_t2,WELL-00022_20181007080700,WELL-00022,7,transient,0,3,0.0017079533438291129,0.04602228035145627,0.01493522741700397,0.013450314930673536,
mspc_t2,WELL-00022_20181020133850,WELL-00022,7,transient,0,3,0.0016816677783428192,0.0013462541779009503,0.0012334982150247879,0.0011635084862048812,
mspc_t2,WELL-00022_20181026005827,WELL-00022,7,transient,0,3,0.0017125233519075479,0.0022056728128794123,0.002213915964785652,0.0021516485281836504,
mspc_t2,WELL-00022_20181101193049,WELL-00022,7,transient,0,3,0.0016555645515295518,3.4598444274331213,0.8618305703131123,4.6930378490040185,
mspc_t2,WELL-00023_20180826212652,WELL-00023,7,transient,2,0,,,,,"window lacks P-ANULAR, P-PDG, P-TPT, T-TPT; refusing to align a matrix with a hole in it"
mspc_t2,WELL-00023_20181014121654,WELL-00023,7,transient,2,0,,,,,"window lacks P-ANULAR, P-PDG, P-TPT; refusing to align a matrix with a hole in it"
mspc_t2,WELL-00023_20181019115124,WELL-00023,7,transient,2,0,,,,,"window lacks P-ANULAR, P-PDG, P-TPT; refusing to align a matrix with a hole in it"
mspc_t2,WELL-00023_20181030045054,WELL-00023,7,transient,2,0,,,,,"window lacks P-ANULAR, P-PDG, P-TPT; refusing to align a matrix with a hole in it"
mspc_t2,WELL-00024_20160712123044,WELL-00024,7,transient,1,3,0.0011424488791538126,23.488498263722274,101.87288474398412,,sub-group grid has non-finite cells; refusing to interpolate across tags
mspc_t2,WELL-00024_20160720230624,WELL-00024,7,transient,1,3,0.001157745738877046,42.77353884191619,66.99262054338938,74.9484916644009,
mspc_t2,WELL-00024_20160722105543,WELL-00024,7,transient,1,3,0.0011751726336038473,11.272665952373272,45.734432262574,53.64618384598976,
mspc_t2,WELL-00024_20160729172014,WELL-00024,7,transient,1,3,0.0011852237840547875,0.0010195141068537034,0.0010104566306663166,0.0009905050451037177,
mspc_t2,WELL-00024_20160825100303,WELL-00024,7,transient,1,3,0.0011703223240227688,0.0009976028311234732,0.0010119590899106358,0.001096938894932576,
mspc_t2,WELL-00024_20160909220000,WELL-00024,7,transient,1,3,0.0011911856651215906,0.0009678207318636908,0.0008253347727236523,0.00086406892919656,
mspc_t2,WELL-00024_20161001112049,WELL-00024,7,transient,1,3,0.001125376568493835,9.618971338842282,34.177518130467206,34.75715728429635,
mspc_t2,WELL-00024_20161026065657,WELL-00024,7,transient,1,0,,,,,sub-group grid has non-finite cells; refusing to interpolate across tags
mspc_t2,WELL-00025_20200629194141,WELL-00025,8,transient,1,0,,,,,window lacks P-JUS-CKGL; refusing to align a matrix with a hole in it
mspc_t2,WELL-00026_20160601130000,WELL-00026,8,transient,4,0,,,,,"window lacks P-TPT, T-TPT; refusing to align a matrix with a hole in it"
mspc_t2,WELL-00026_20170207230000,WELL-00026,8,transient,4,0,,,,,"window lacks P-TPT, T-TPT; refusing to align a matrix with a hole in it"
mspc_t2,WELL-00026_20170608230000,WELL-00026,8,transient,4,0,,,,,"window lacks P-TPT, T-TPT; refusing to align a matrix with a hole in it"
mspc_t2,WELL-00027_20230918170106,WELL-00027,8,transient,0,0,,,,,"window lacks P-ANULAR, P-PDG; refusing to align a matrix with a hole in it"
mspc_t2,WELL-00028_20210617053128,WELL-00028,8,transient,2,0,,,,,window lacks T-TPT; refusing to align a matrix with a hole in it
mspc_t2,WELL-00029_20201020231724,WELL-00029,8,transient,2,3,0.0041129259637584055,0.0040774949719032255,1.370592315476487,0.26148106281590044,
mspc_t2,WELL-00030_20141108012623,WELL-00030,8,transient,2,3,0.004078426609517235,0.0040507036158807025,0.003610934745593812,0.0035881795941365615,
mspc_t2,WELL-00031_20140403170404,WELL-00031,8,transient,1,0,,,,,"window lacks P-ANULAR, P-PDG, T-TPT; refusing to align a matrix with a hole in it"
mspc_t2,WELL-00032_20110830235321,WELL-00032,8,transient,0,0,,,,,window lacks P-ANULAR; refusing to align a matrix with a hole in it
mspc_t2,WELL-00037_20181011071238,WELL-00037,9,transient,3,0,,,,,window lacks P-ANULAR; refusing to align a matrix with a hole in it
mspc_t2,WELL-00040_20181013160242,WELL-00040,9,transient,0,3,0.0015575645907756064,0.0015365371655703356,0.0019391475257997013,0.002181907931248977,
mspc_t2,WELL-00041_20181013160201,WELL-00041,9,transient,1,3,0.0011178506487159133,0.0010981827605667008,0.0010959532546804438,0.001121307210814691,
mspc_t2,WELL-00042_20141217142745,WELL-00042,9,transient,4,3,0.0059764875535835114,0.006206797803739085,0.007352062434989011,0.00908063994420063,
mspc_t2,WELL-00042_20141221190219,WELL-00042,9,transient,4,3,0.00595558848143398,0.005734249936256829,0.005943932508388613,0.006176715735736471,
mspc_spe,WELL-00001_20140124083303,WELL-00001,1,transient,4,3,2.698879149894778,2490.3055505271977,12969098.162249336,31237982.618536312,
mspc_spe,WELL-00001_20170226130146,WELL-00001,7,transient,4,3,2.2445237188637837,60.60378624524166,26.370190819463062,32.4695228529315,
mspc_spe,WELL-00002_20140212160333,WELL-00002,6,transient,3,0,,,,,"window lacks P-JUS-CKGL, P-MON-CKP; refusing to align a matrix with a hole in it"
mspc_spe,WELL-00006_20170731170930,WELL-00006,1,transient,2,3,3.413906938244319,8.84478686012985,92.33894583266373,329.3432916032024,
mspc_spe,WELL-00006_20180617190257,WELL-00006,1,transient,2,0,,,,,sub-group grid has non-finite cells; refusing to interpolate across tags
mspc_spe,WELL-00014_20160304155906,WELL-00014,9,transient,2,3,4.249221917063809,40.82408170312324,105.18912950441195,163.21888227987796,
mspc_spe,WELL-00014_20160306070000,WELL-00014,9,transient,2,3,3.2447278453939576,551.2985246169754,16974.586645153166,34756.59102096469,
mspc_spe,WELL-00019_20120601165020,WELL-00019,8,transient,3,0,,,,,window lacks P-ANULAR; refusing to align a matrix with a hole in it
mspc_spe,WELL-00019_20141117190526,WELL-00019,8,transient,3,0,,,,,window lacks P-ANULAR; refusing to align a matrix with a hole in it
mspc_spe,WELL-00019_20150614025713,WELL-00019,8,transient,3,0,,,,,window lacks P-ANULAR; refusing to align a matrix with a hole in it
mspc_spe,WELL-00019_20210617032654,WELL-00019,8,transient,3,0,,,,,window lacks P-ANULAR; refusing to align a matrix with a hole in it
mspc_spe,WELL-00021_20180611011218,WELL-00021,7,transient,3,3,298.4103186980889,188.46032286529015,445.38125381201456,1224.0429238992479,
mspc_spe,WELL-00021_20190403013307,WELL-00021,7,transient,3,3,307.2976972909442,421.9657258558987,717.0872042216712,970.0147783532725,
mspc_spe,WELL-00022_20180802233838,WELL-00022,7,transient,0,3,3.3791998074387015,37.15339222396811,50.868038659237065,51.760359999359665,
mspc_spe,WELL-00022_20180912025800,WELL-00022,7,transient,0,3,2.584906458671073,612.7798709091038,4076.043683990551,1635.3490935074944,
mspc_spe,WELL-00022_20180919003240,WELL-00022,7,transient,0,3,2.6878610657676285,300.0996853490363,134.85756197265766,30.956416408865547,
mspc_spe,WELL-00022_20180925003447,WELL-00022,7,transient,0,3,2.8410198194593925,63.37151652367482,153.7303188972617,70.63223565087522,
mspc_spe,WELL-00022_20181007080700,WELL-00022,7,transient,0,3,2.560277881831978,35.270064491375805,43.37986796697932,12.57587067140687,
mspc_spe,WELL-00022_20181020133850,WELL-00022,7,transient,0,3,2.6230920014691566,11.65271707508745,33.719445031643446,28.321538101363526,
mspc_spe,WELL-00022_20181026005827,WELL-00022,7,transient,0,3,2.906968966819148,58.4902669116473,2340.309899209014,5948.268565010304,
mspc_spe,WELL-00022_20181101193049,WELL-00022,7,transient,0,3,3.5304133131021564,172.9777154629924,531.7155319054708,382.574146817363,
mspc_spe,WELL-00023_20180826212652,WELL-00023,7,transient,2,0,,,,,"window lacks P-ANULAR, P-PDG, P-TPT, T-TPT; refusing to align a matrix with a hole in it"
mspc_spe,WELL-00023_20181014121654,WELL-00023,7,transient,2,0,,,,,"window lacks P-ANULAR, P-PDG, P-TPT; refusing to align a matrix with a hole in it"
mspc_spe,WELL-00023_20181019115124,WELL-00023,7,transient,2,0,,,,,"window lacks P-ANULAR, P-PDG, P-TPT; refusing to align a matrix with a hole in it"
mspc_spe,WELL-00023_20181030045054,WELL-00023,7,transient,2,0,,,,,"window lacks P-ANULAR, P-PDG, P-TPT; refusing to align a matrix with a hole in it"
mspc_spe,WELL-00024_20160712123044,WELL-00024,7,transient,1,3,7.162082274727781,104.98879971787872,1413.6993303717265,,sub-group grid has non-finite cells; refusing to interpolate across tags
mspc_spe,WELL-00024_20160720230624,WELL-00024,7,transient,1,3,10.770690094910096,97.56133500930487,159.60483397669452,188.31160337644653,
mspc_spe,WELL-00024_20160722105543,WELL-00024,7,transient,1,3,9.258958257430299,23339761.46735921,378853.9764376292,70343116.90793957,
mspc_spe,WELL-00024_20160729172014,WELL-00024,7,transient,1,3,9.773377549987561,14.949784822982442,45.31807360324167,30.250480556862623,
mspc_spe,WELL-00024_20160825100303,WELL-00024,7,transient,1,3,8.943360543630323,108.26054069401972,157.3855155602623,39.62010074710612,
mspc_spe,WELL-00024_20160909220000,WELL-00024,7,transient,1,3,11.001714345950308,14.213890017875762,66.10904305880155,63.643476072486756,
mspc_spe,WELL-00024_20161001112049,WELL-00024,7,transient,1,3,6.146094124296965,93.32977670513046,99.9056347191761,156.08523056190637,
mspc_spe,WELL-00024_20161026065657,WELL-00024,7,transient,1,0,,,,,sub-group grid has non-finite cells; refusing to interpolate across tags
mspc_spe,WELL-00025_20200629194141,WELL-00025,8,transient,1,0,,,,,window lacks P-JUS-CKGL; refusing to align a matrix with a hole in it
mspc_spe,WELL-00026_20160601130000,WELL-00026,8,transient,4,0,,,,,"window lacks P-TPT, T-TPT; refusing to align a matrix with a hole in it"
mspc_spe,WELL-00026_20170207230000,WELL-00026,8,transient,4,0,,,,,"window lacks P-TPT, T-TPT; refusing to align a matrix with a hole in it"
mspc_spe,WELL-00026_20170608230000,WELL-00026,8,transient,4,0,,,,,"window lacks P-TPT, T-TPT; refusing to align a matrix with a hole in it"
mspc_spe,WELL-00027_20230918170106,WELL-00027,8,transient,0,0,,,,,"window lacks P-ANULAR, P-PDG; refusing to align a matrix with a hole in it"
mspc_spe,WELL-00028_20210617053128,WELL-00028,8,transient,2,0,,,,,window lacks T-TPT; refusing to align a matrix with a hole in it
mspc_spe,WELL-00029_20201020231724,WELL-00029,8,transient,2,3,3.2658619027689473,26.213905417681747,21326160.24261298,24179244.52731759,
mspc_spe,WELL-00030_20141108012623,WELL-00030,8,transient,2,3,3.604728912932683,3.843922799421993,55.457212699737475,473.6308334471699,
mspc_spe,WELL-00031_20140403170404,WELL-00031,8,transient,1,0,,,,,"window lacks P-ANULAR, P-PDG, T-TPT; refusing to align a matrix with a hole in it"
mspc_spe,WELL-00032_20110830235321,WELL-00032,8,transient,0,0,,,,,window lacks P-ANULAR; refusing to align a matrix with a hole in it
mspc_spe,WELL-00037_20181011071238,WELL-00037,9,transient,3,0,,,,,window lacks P-ANULAR; refusing to align a matrix with a hole in it
mspc_spe,WELL-00040_20181013160242,WELL-00040,9,transient,0,3,1.528780257682807,25.942732275254283,85.61541563221662,87.34165612785083,
mspc_spe,WELL-00041_20181013160201,WELL-00041,9,transient,1,3,8.178780824767816,17.004834039531044,19.218816218619796,32.39659684384192,
mspc_spe,WELL-00042_20141217142745,WELL-00042,9,transient,4,3,4.147457234378396,69.10897512180865,223.65639835273953,169.90829793301754,
mspc_spe,WELL-00042_20141221190219,WELL-00042,9,transient,4,3,4.467524905516884,5.492832954571446,9.491204927328967,12.212653677162638,
iforest,WELL-00001_20140124083303,WELL-00001,1,transient,4,3,-0.1502144247299157,0.18745645046080273,0.2220952846088513,0.22552331446862717,
iforest,WELL-00001_20170226130146,WELL-00001,7,transient,4,3,-0.1658585837310373,0.052029941971862836,0.06840297303155596,0.03162097753780757,
iforest,WELL-00002_20140212160333,WELL-00002,6,transient,3,3,-0.17027538875913384,0.09319298468134896,0.10708905190899054,0.09319298468134896,
iforest,WELL-00006_20170731170930,WELL-00006,1,transient,2,3,-0.1495032048747419,-0.06865124719780624,0.28904983753956937,0.3426729653457248,
iforest,WELL-00006_20180617190257,WELL-00006,1,transient,2,3,-0.16127939290721327,0.08409435804565546,0.33030608500249925,0.3426729653457248,
iforest,WELL-00014_20160304155906,WELL-00014,9,transient,2,3,-0.15744403047232325,-0.07684165715788943,0.003766338509089362,0.09694523055952942,
iforest,WELL-00014_20160306070000,WELL-00014,9,transient,2,3,-0.1654934765417631,0.3319931177615133,0.3415334545041757,0.3415334545041757,
iforest,WELL-00019_20120601165020,WELL-00019,8,transient,3,3,-0.17446890725563446,-0.13035259348883593,0.18089579745812034,0.18508748683391962,
iforest,WELL-00019_20141117190526,WELL-00019,8,transient,3,3,-0.17519175662262182,-0.03291211322673304,0.19672633382626115,0.23359773662993766,
iforest,WELL-00019_20150614025713,WELL-00019,8,transient,3,3,-0.16973795026520488,-0.10994729994002583,0.18714220573883888,0.18714220573883888,
iforest,WELL-00019_20210617032654,WELL-00019,8,transient,3,3,-0.17291564031903967,-0.0885617947036686,0.2153171045283515,0.23140110052647966,
iforest,WELL-00021_20180611011218,WELL-00021,7,transient,3,3,-0.16682388088811234,-0.04173781368017837,0.007507942075900109,0.036071431918094476,
iforest,WELL-00021_20190403013307,WELL-00021,7,transient,3,3,-0.17613914371516115,-0.073818961128709,-0.0310839496126864,0.08363816482329034,
iforest,WELL-00022_20180802233838,WELL-00022,7,transient,0,3,-0.15556542843352034,0.04297363183394187,0.057230028351450524,0.08513358019261308,
iforest,WELL-00022_20180912025800,WELL-00022,7,transient,0,3,-0.1661636842312738,-0.046517043978408446,0.009424454975449081,0.01625967624437552,
iforest,WELL-00022_20180919003240,WELL-00022,7,transient,0,3,-0.15385727125633913,0.047395690444343774,-0.004423371600929038,0.03714974082108302,
iforest,WELL-00022_20180925003447,WELL-00022,7,transient,0,3,-0.16689900107248445,-0.08273850582786935,0.06151138433257031,-0.04081209050398782,
iforest,WELL-00022_20181007080700,WELL-00022,7,transient,0,3,-0.15974147113108345,-0.014840646090810428,0.010085743064876307,0.009032841730655994,
