window_key,instance,well,folder_label,window_index,window_start,label,transient_only,state_mode,n_variables_present
99,WELL-00001_20170226130146,WELL-00001,7,20,2017-02-27T09:01:46+00:00,1,True,0,6
100,WELL-00001_20170316110203,WELL-00001,4,1,2017-03-16T12:02:03+00:00,1,False,0,6
101,WELL-00001_20170316130000,WELL-00001,4,1,2017-03-16T14:00:00+00:00,1,False,0,6
102,WELL-00001_20170316150005,WELL-00001,4,1,2017-03-16T16:00:05+00:00,1,False,0,6
103,WELL-00001_20170316170000,WELL-00001,4,1,2017-03-16T18:00:00+00:00,1,False,0,6
104,WELL-00001_20170316190000,WELL-00001,4,1,2017-03-16T20:00:00+00:00,1,False,0,6
105,WELL-00001_20170316210000,WELL-00001,4,1,2017-03-16T22:00:00+00:00,1,False,0,6
106,WELL-00001_20170316230000,WELL-00001,4,1,2017-03-17T00:00:00+00:00,1,False,0,6
107,WELL-00001_20170317010000,WELL-00001,4,1,2017-03-17T02:00:00+00:00,1,False,0,6
108,WELL-00001_20170317030000,WELL-00001,4,1,2017-03-17T04:00:00+00:00,1,False,0,6
109,WELL-00001_20170317050000,WELL-00001,4,1,2017-03-17T06:00:00+00:00,1,False,0,6
110,WELL-00001_20170317070000,WELL-00001,4,1,2017-03-17T08:00:00+00:00,1,False,0,6
111,WELL-00001_20170317090000,WELL-00001,4,1,2017-03-17T10:00:00+00:00,1,False,0,6
112,WELL-00001_20170317110000,WELL-00001,4,1,2017-03-17T12:00:00+00:00,1,False,0,6
113,WELL-00001_20170317130005,WELL-00001,4,1,2017-03-17T14:00:05+00:00,1,False,0,6
114,WELL-00001_20170317150000,WELL-00001,4,1,2017-03-17T16:00:00+00:00,1,False,0,6
115,WELL-00001_20170317170000,WELL-00001,4,1,2017-03-17T18:00:00+00:00,1,False,0,6
116,WELL-00001_20170317190000,WELL-00001,4,1,2017-03-17T20:00:00+00:00,1,False,0,6
117,WELL-00001_20170317210000,WELL-00001,4,1,2017-03-17T22:00:00+00:00,1,False,0,6
118,WELL-00001_20170317230020,WELL-00001,4,1,2017-03-18T00:00:20+00:00,1,False,0,6
119,WELL-00001_20170318010000,WELL-00001,4,1,2017-03-18T02:00:00+00:00,1,False,0,6
120,WELL-00001_20170318030000,WELL-00001,4,1,2017-03-18T04:00:00+00:00,1,False,0,6
121,WELL-00001_20170318050025,WELL-00001,4,1,2017-03-18T06:00:25+00:00,1,False,0,6
122,WELL-00001_20170318070000,WELL-00001,4,1,2017-03-18T08:00:00+00:00,1,False,0,6
123,WELL-00001_20170318090000,WELL-00001,4,1,2017-03-18T10:00:00+00:00,1,False,0,6
124,WELL-00001_20170318110000,WELL-00001,4,1,2017-03-18T12:00:00+00:00,1,False,0,6
125,WELL-00001_20170318130000,WELL-00001,4,1,2017-03-18T14:00:00+00:00,1,False,0,6
126,WELL-00001_20170319170033,WELL-00001,4,1,2017-03-19T18:00:33+00:00,1,False,0,6
127,WELL-00001_20170320120025,WELL-00001,3,1,2017-03-20T13:00:25+00:00,1,False,0,6
128,WELL-00001_20170320120025,WELL-00001,3,2,2017-03-20T14:00:25+00:00,1,False,0,6
129,WELL-00001_20170320120025,WELL-00001,3,3,2017-03-20T15:00:25+00:00,1,False,0,6
130,WELL-00001_20170320120025,WELL-00001,3,4,2017-03-20T16:00:25+00:00,1,False,0,6
131,WELL-00001_20170320180146,WELL-00001,4,1,2017-03-20T19:01:46+00:00,1,False,0,6
132,WELL-00001_20170320180146,WELL-00001,4,2,2017-03-20T20:01:46+00:00,1,False,0,6
133,WELL-00001_20170421090251,WELL-00001,0,1,2017-04-21T10:02:51+00:00,0,False,0,6
134,WELL-00001_20170421090251,WELL-00001,0,2,2017-04-21T11:02:51+00:00,0,False,0,6
135,WELL-00001_20170421090251,WELL-00001,0,3,2017-04-21T12:02:51+00:00,0,False,0,6
136,WELL-00001_20170421090251,WELL-00001,0,4,2017-04-21T13:02:51+00:00,0,False,0,6
137,WELL-00001_20170421090251,WELL-00001,0,5,2017-04-21T14:02:51+00:00,0,False,0,6
138,WELL-00001_20170421150000,WELL-00001,4,1,2017-04-21T16:00:00+00:00,1,False,0,6
139,WELL-00001_20170421170000,WELL-00001,4,1,2017-04-21T18:00:00+00:00,1,False,0,6
140,WELL-00001_20170421190000,WELL-00001,4,1,2017-04-21T20:00:00+00:00,1,False,0,6
141,WELL-00001_20170421210000,WELL-00001,4,1,2017-04-21T22:00:00+00:00,1,False,0,6
142,WELL-00001_20170421230000,WELL-00001,4,1,2017-04-22T00:00:00+00:00,1,False,0,6
143,WELL-00001_20170422010000,WELL-00001,4,1,2017-04-22T02:00:00+00:00,1,False,0,6
144,WELL-00001_20170422030000,WELL-00001,0,1,2017-04-22T04:00:00+00:00,0,False,0,6
145,WELL-00001_20170422030000,WELL-00001,0,2,2017-04-22T05:00:00+00:00,0,False,0,6
146,WELL-00001_20170422030000,WELL-00001,0,3,2017-04-22T06:00:00+00:00,0,False,0,6
147,WELL-00001_20170422030000,WELL-00001,0,4,2017-04-22T07:00:00+00:00,0,False,0,6
148,WELL-00001_20170422030000,WELL-00001,0,5,2017-04-22T08:00:00+00:00,0,False,0,6
149,WELL-00001_20170424170042,WELL-00001,0,1,2017-04-24T18:00:42+00:00,0,False,0,6
150,WELL-00001_20170424170042,WELL-00001,0,2,2017-04-24T19:00:42+00:00,0,False,0,6
151,WELL-00001_20170424170042,WELL-00001,0,3,2017-04-24T20:00:42+00:00,0,False,0,6
152,WELL-00001_20170424170042,WELL-00001,0,4,2017-04-24T21:00:42+00:00,0,False,0,6
153,WELL-00001_20170424220156,WELL-00001,0,1,2017-04-24T23:01:56+00:00,0,False,0,6
154,WELL-00001_20170424220156,WELL-00001,0,2,2017-04-25T00:01:56+00:00,0,False,0,6
155,WELL-00001_20170424220156,WELL-00001,0,3,2017-04-25T01:01:56+00:00,0,False,0,6
156,WELL-00001_20170424220156,WELL-00001,0,4,2017-04-25T02:01:56+00:00,0,False,0,6
157,WELL-00001_20170425030207,WELL-00001,0,1,2017-04-25T04:02:07+00:00,0,False,0,6
158,WELL-00001_20170425030207,WELL-00001,0,2,2017-04-25T05:02:07+00:00,0,False,0,6
159,WELL-00001_20170425030207,WELL-00001,0,3,2017-04-25T06:02:07+00:00,0,False,0,6
160,WELL-00001_20170425030207,WELL-00001,0,4,2017-04-25T07:02:07+00:00,0,False,0,6
161,WELL-00001_20170425080343,WELL-00001,0,1,2017-04-25T09:03:43+00:00,0,False,0,6
162,WELL-00001_20170425080343,WELL-00001,0,2,2017-04-25T10:03:43+00:00,0,False,0,6
163,WELL-00001_20170425080343,WELL-00001,0,3,2017-04-25T11:03:43+00:00,0,False,0,6
164,WELL-00001_20170425080343,WELL-00001,0,4,2017-04-25T12:03:43+00:00,0,False,0,6
165,WELL-00001_20170425130042,WELL-00001,0,1,2017-04-25T14:00:42+00:00,0,False,0,6
166,WELL-00001_20170425130042,WELL-00001,0,2,2017-04-25T15:00:42+00:00,0,False,0,6
167,WELL-00001_20170425130042,WELL-00001,0,3,2017-04-25T16:00:42+00:00,0,False,0,6
168,WELL-00001_20170425130042,WELL-00001,0,4,2017-04-25T17:00:42+00:00,0,False,0,6
169,WELL-00001_20170520180000,WELL-00001,0,1,2017-05-20T19:00:00+00:00,0,False,0,6
170,WELL-00001_20170520180000,WELL-00001,0,2,2017-05-20T20:00:00+00:00,0,False,0,6
171,WELL-00001_20170520180000,WELL-00001,0,3,2017-05-20T21:00:00+00:00,0,False,0,6
172,WELL-00001_20170520180000,WELL-00001,0,4,2017-05-20T22:00:00+00:00,0,False,0,6
173,WELL-00001_20170520230000,WELL-00001,0,1,2017-05-21T00:00:00+00:00,0,False,0,6
174,WELL-00001_20170520230000,WELL-00001,0,2,2017-05-21T01:00:00+00:00,0,False,0,6
175,WELL-00001_20170520230000,WELL-00001,0,3,2017-05-21T02:00:00+00:00,0,False,0,6
176,WELL-00001_20170520230000,WELL-00001,0,4,2017-05-21T03:00:00+00:00,0,False,0,6
177,WELL-00001_20170521040000,WELL-00001,0,1,2017-05-21T05:00:00+00:00,0,False,0,6
178,WELL-00001_20170521040000,WELL-00001,0,2,2017-05-21T06:00:00+00:00,0,False,0,6
179,WELL-00001_20170521040000,WELL-00001,0,3,2017-05-21T07:00:00+00:00,0,False,0,6
180,WELL-00001_20170521040000,WELL-00001,0,4,2017-05-21T08:00:00+00:00,0,False,0,6
181,WELL-00001_20170521090000,WELL-00001,0,1,2017-05-21T10:00:00+00:00,0,False,0,6
182,WELL-00001_20170521090000,WELL-00001,0,2,2017-05-21T11:00:00+00:00,0,False,0,6
183,WELL-00001_20170521090000,WELL-00001,0,3,2017-05-21T12:00:00+00:00,0,False,0,6
184,WELL-00001_20170521090000,WELL-00001,0,4,2017-05-21T13:00:00+00:00,0,False,0,6
185,WELL-00001_20170521140000,WELL-00001,0,1,2017-05-21T15:00:00+00:00,0,False,0,6
186,WELL-00001_20170521140000,WELL-00001,0,2,2017-05-21T16:00:00+00:00,0,False,0,6
187,WELL-00001_20170521140000,WELL-00001,0,3,2017-05-21T17:00:00+00:00,0,False,0,6
188,WELL-00001_20170521140000,WELL-00001,0,4,2017-05-21T18:00:00+00:00,0,False,0,6
189,WELL-00001_20170521190000,WELL-00001,0,1,2017-05-21T20:00:00+00:00,0,False,0,6
190,WELL-00001_20170521190000,WELL-00001,0,2,2017-05-21T21:00:00+00:00,0,False,0,6
191,WELL-00001_20170521190000,WELL-00001,0,3,2017-05-21T22:00:00+00:00,0,False,0,6
192,WELL-00001_20170521190000,WELL-00001,0,4,2017-05-21T23:00:00+00:00,0,False,0,6
193,WELL-00001_20170522000000,WELL-00001,0,1,2017-05-22T01:00:00+00:00,0,False,0,6
194,WELL-00001_20170522000000,WELL-00001,0,2,2017-05-22T02:00:00+00:00,0,False,0,6
195,WELL-00001_20170522000000,WELL-00001,0,3,2017-05-22T03:00:00+00:00,0,False,0,6
196,WELL-00001_20170522000000,WELL-00001,0,4,2017-05-22T04:00:00+00:00,0,False,0,6
197,WELL-00001_20170522050000,WELL-00001,0,1,2017-05-22T06:00:00+00:00,0,False,0,6
198,WELL-00001_20170522050000,WELL-00001,0,2,2017-05-22T07:00:00+00:00,0,False,0,6
199,WELL-00001_20170522050000,WELL-00001,0,3,2017-05-22T08:00:00+00:00,0,False,0,6
200,WELL-00001_20170522050000,WELL-00001,0,4,2017-05-22T09:00:00+00:00,0,False,0,6
201,WELL-00001_20170522100000,WELL-00001,0,1,2017-05-22T11:00:00+00:00,0,False,0,6
202,WELL-00001_20170522100000,WELL-00001,0,2,2017-05-22T12:00:00+00:00,0,False,0,6
203,WELL-00001_20170522100000,WELL-00001,0,3,2017-05-22T13:00:00+00:00,0,False,0,6
204,WELL-00001_20170522100000,WELL-00001,0,4,2017-05-22T14:00:00+00:00,0,False,0,6
205,WELL-00001_20170522150000,WELL-00001,0,1,2017-05-22T16:00:00+00:00,0,False,0,6
206,WELL-00001_20170522150000,WELL-00001,0,2,2017-05-22T17:00:00+00:00,0,False,0,6
207,WELL-00001_20170522150000,WELL-00001,0,3,2017-05-22T18:00:00+00:00,0,False,0,6
208,WELL-00001_20170522150000,WELL-00001,0,4,2017-05-22T19:00:00+00:00,0,False,0,6
209,WELL-00001_20170522200000,WELL-00001,0,1,2017-05-22T21:00:00+00:00,0,False,0,6
210,WELL-00001_20170522200000,WELL-00001,0,2,2017-05-22T22:00:00+00:00,0,False,0,6
211,WELL-00001_20170522200000,WELL-00001,0,3,2017-05-22T23:00:00+00:00,0,False,0,6
212,WELL-00001_20170522200000,WELL-00001,0,4,2017-05-23T00:00:00+00:00,0,False,0,6
213,WELL-00001_20170523010012,WELL-00001,0,1,2017-05-23T02:00:12+00:00,0,False,0,6
214,WELL-00001_20170523010012,WELL-00001,0,2,2017-05-23T03:00:12+00:00,0,False,0,6
215,WELL-00001_20170523010012,WELL-00001,0,3,2017-05-23T04:00:12+00:00,0,False,0,6
216,WELL-00001_20170523010012,WELL-00001,0,4,2017-05-23T05:00:12+00:00,0,False,0,6
217,WELL-00001_20170523060000,WELL-00001,0,1,2017-05-23T07:00:00+00:00,0,False,0,6
218,WELL-00001_20170523060000,WELL-00001,0,2,2017-05-23T08:00:00+00:00,0,False,0,6
219,WELL-00001_20170523060000,WELL-00001,0,3,2017-05-23T09:00:00+00:00,0,False,0,6
220,WELL-00001_20170523060000,WELL-00001,0,4,2017-05-23T10:00:00+00:00,0,False,0,6
221,WELL-00001_20170523110000,WELL-00001,0,1,2017-05-23T12:00:00+00:00,0,False,0,6
222,WELL-00001_20170523110000,WELL-00001,0,2,2017-05-23T13:00:00+00:00,0,False,0,6
223,WELL-00001_20170523110000,WELL-00001,0,3,2017-05-23T14:00:00+00:00,0,False,0,6
224,WELL-00001_20170523110000,WELL-00001,0,4,2017-05-23T15:00:00+00:00,0,False,0,6
225,WELL-00001_20170523160000,WELL-00001,0,1,2017-05-23T17:00:00+00:00,0,False,0,6
226,WELL-00001_20170523160000,WELL-00001,0,2,2017-05-23T18:00:00+00:00,0,False,0,6
227,WELL-00001_20170523160000,WELL-00001,0,3,2017-05-23T19:00:00+00:00,0,False,0,6
228,WELL-00001_20170523160000,WELL-00001,0,4,2017-05-23T20:00:00+00:00,0,False,0,6
229,WELL-00001_20170523210000,WELL-00001,0,1,2017-05-23T22:00:00+00:00,0,False,0,6
230,WELL-00001_20170523210000,WELL-00001,0,2,2017-05-23T23:00:00+00:00,0,False,0,6
231,WELL-00001_20170523210000,WELL-00001,0,3,2017-05-24T00:00:00+00:00,0,False,0,6
232,WELL-00001_20170523210000,WELL-00001,0,4,2017-05-24T01:00:00+00:00,0,False,0,6
233,WELL-00001_20170524020000,WELL-00001,0,1,2017-05-24T03:00:00+00:00,0,False,0,6
234,WELL-00001_20170524020000,WELL-00001,0,2,2017-05-24T04:00:00+00:00,0,False,0,6
235,WELL-00001_20170524020000,WELL-00001,0,3,2017-05-24T05:00:00+00:00,0,False,0,6
236,WELL-00001_20170524020000,WELL-00001,0,4,2017-05-24T06:00:00+00:00,0,False,0,6
237,WELL-00001_20170524070000,WELL-00001,0,1,2017-05-24T08:00:00+00:00,0,False,0,6
238,WELL-00001_20170524070000,WELL-00001,0,2,2017-05-24T09:00:00+00:00,0,False,0,6
239,WELL-00001_20170524070000,WELL-00001,0,3,2017-05-24T10:00:00+00:00,0,False,0,6
240,WELL-00001_20170524070000,WELL-00001,0,4,2017-05-24T11:00:00+00:00,0,False,0,6
241,WELL-00001_20170524120000,WELL-00001,0,1,2017-05-24T13:00:00+00:00,0,False,0,6
242,WELL-00001_20170524120000,WELL-00001,0,2,2017-05-24T14:00:00+00:00,0,False,0,6
243,WELL-00001_20170524120000,WELL-00001,0,3,2017-05-24T15:00:00+00:00,0,False,0,6
244,WELL-00001_20170524120000,WELL-00001,0,4,2017-05-24T16:00:00+00:00,0,False,0,6
245,WELL-00001_20170524170000,WELL-00001,0,1,2017-05-24T18:00:00+00:00,0,False,0,6
246,WELL-00001_20170524170000,WELL-00001,0,2,2017-05-24T19:00:00+00:00,0,False,0,6
247,WELL-00001_20170524170000,WELL-00001,0,3,2017-05-24T20:00:00+00:00,0,False,0,6
248,WELL-00001_20170524170000,WELL-00001,0,4,2017-05-24T21:00:00+00:00,0,False,0,6
249,WELL-00001_20170524220000,WELL-00001,0,1,2017-05-24T23:00:00+00:00,0,False,0,6
250,WELL-00001_20170524220000,WELL-00001,0,2,2017-05-25T00:00:00+00:00,0,False,0,6
251,WELL-00001_20170524220000,WELL-00001,0,3,2017-05-25T01:00:00+00:00,0,False,0,6
252,WELL-00001_20170524220000,WELL-00001,0,4,2017-05-25T02:00:00+00:00,0,False,0,6
253,WELL-00001_20170525030000,WELL-00001,0,1,2017-05-25T04:00:00+00:00,0,False,0,6
254,WELL-00001_20170525030000,WELL-00001,0,2,2017-05-25T05:00:00+00:00,0,False,0,6
255,WELL-00001_20170525030000,WELL-00001,0,3,2017-05-25T06:00:00+00:00,0,False,0,6
256,WELL-00001_20170525030000,WELL-00001,0,4,2017-05-25T07:00:00+00:00,0,False,0,6
257,WELL-00001_20170525080000,WELL-00001,0,1,2017-05-25T09:00:00+00:00,0,False,0,6
258,WELL-00001_20170525080000,WELL-00001,0,2,2017-05-25T10:00:00+00:00,0,False,0,6
259,WELL-00001_20170525080000,WELL-00001,0,3,2017-05-25T11:00:00+00:00,0,False,0,6
260,WELL-00001_20170525080000,WELL-00001,0,4,2017-05-25T12:00:00+00:00,0,False,0,6
261,WELL-00001_20170525130000,WELL-00001,0,1,2017-05-25T14:00:00+00:00,0,False,0,6
262,WELL-00001_20170525130000,WELL-00001,0,2,2017-05-25T15:00:00+00:00,0,False,0,6
263,WELL-00001_20170525130000,WELL-00001,0,3,2017-05-25T16:00:00+00:00,0,False,0,6
264,WELL-00001_20170525130000,WELL-00001,0,4,2017-05-25T17:00:00+00:00,0,False,0,6
265,WELL-00001_20170525180000,WELL-00001,0,1,2017-05-25T19:00:00+00:00,0,False,0,6
266,WELL-00001_20170525180000,WELL-00001,0,2,2017-05-25T20:00:00+00:00,0,False,0,6
267,WELL-00001_20170525180000,WELL-00001,0,3,2017-05-25T21:00:00+00:00,0,False,0,6
268,WELL-00001_20170525180000,WELL-00001,0,4,2017-05-25T22:00:00+00:00,0,False,0,6
269,WELL-00001_20170525230000,WELL-00001,0,1,2017-05-26T00:00:00+00:00,0,False,0,6
270,WELL-00001_20170525230000,WELL-00001,0,2,2017-05-26T01:00:00+00:00,0,False,0,6
271,WELL-00001_20170525230000,WELL-00001,0,3,2017-05-26T02:00:00+00:00,0,False,0,6
