split,fault,run,loop_id,variable,role,unit_raw,unit_resolved,unit_canonical,n_rows,extent_s,coverage,valid_fraction,whole_life_distinct,n_gaps,gap_classes,longest_gap_s,n_good,n_uncertain,n_bad,unmapped_codes,clipped_fraction,censored,duplicate_timestamps,non_monotonic_positions,dst_transitions,edge_slack_s,flatline_verdict,flatline_fired_signals,flatline_signal_evidence,final_distinct,final_std,stall_s,ref_p99_change_interval_s,ref_p05_distinct,n_reference_windows,refusal_type,refusal_message
train,0,1,fault00_run001,xmeas_18,PV,degC,true,degrees Celsius,500,89820,1.000000,1.000000,402,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=58 distinct values vs reference p05 53.6 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,58,0.165715,0,180,53.6,7,,
train,0,1,fault00_run001,xmeas_19,PV,kg/h,true,kilograms per hour,500,89820,1.000000,1.000000,447,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=61 distinct values vs reference p05 57.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,61,3.90424,0,180,57,7,,
train,0,1,fault00_run001,xmeas_2,PV,kg/h,true,kilograms per hour,500,89820,1.000000,1.000000,406,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=61 distinct values vs reference p05 57.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,61,29.8318,0,180,57,7,,
train,0,1,fault00_run001,xmeas_20,PV,kW,false,,500,89820,1.000000,1.000000,293,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=58 distinct values vs reference p05 52.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,58,0.931078,0,180,52.3,7,,
train,0,1,fault00_run001,xmeas_21,PV,degC,true,degrees Celsius,500,89820,1.000000,1.000000,306,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=58 distinct values vs reference p05 54.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,58,0.104954,0,180,54.3,7,,
train,0,1,fault00_run001,xmeas_22,PV,degC,true,degrees Celsius,500,89820,1.000000,1.000000,391,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=61 distinct values vs reference p05 56.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,61,0.291459,0,180,56.3,7,,
train,0,1,fault00_run001,xmeas_23,PV,mol%,false,,500,89820,1.000000,1.000000,222,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=31 distinct values vs reference p05 28.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,31,0.23409,180,360,28.3,7,,
train,0,1,fault00_run001,xmeas_24,PV,mol%,false,,500,89820,1.000000,1.000000,244,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=31 distinct values vs reference p05 29.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,31,0.0835783,180,360,29,7,,
train,0,1,fault00_run001,xmeas_25,PV,mol%,false,,500,89820,1.000000,1.000000,224,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=30 distinct values vs reference p05 28.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,30,0.275334,180,360,28,7,,
train,0,1,fault00_run001,xmeas_26,PV,mol%,false,,500,89820,1.000000,1.000000,248,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=31 distinct values vs reference p05 30.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,31,0.0898616,180,360,30,7,,
train,0,1,fault00_run001,xmeas_27,PV,mol%,false,,500,89820,1.000000,1.000000,215,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=31 distinct values vs reference p05 28.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,31,0.306275,180,360,28.3,7,,
train,0,1,fault00_run001,xmeas_28,PV,mol%,false,,500,89820,1.000000,1.000000,222,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=29 distinct values vs reference p05 27.9 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,29,0.0258907,180,360,27.9,7,,
train,0,1,fault00_run001,xmeas_29,PV,mol%,false,,500,89820,1.000000,1.000000,216,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=30 distinct values vs reference p05 29.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,30,0.262389,180,360,29,7,,
train,0,1,fault00_run001,xmeas_3,PV,kg/h,true,kilograms per hour,500,89820,1.000000,1.000000,415,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=60 distinct values vs reference p05 58.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,60,38.5483,0,180,58.3,7,,
train,0,1,fault00_run001,xmeas_30,PV,mol%,false,,500,89820,1.000000,1.000000,178,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=31 distinct values vs reference p05 28.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,31,0.11047,180,360,28,7,,
train,0,1,fault00_run001,xmeas_31,PV,mol%,false,,500,89820,1.000000,1.000000,227,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=31 distinct values vs reference p05 28.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,31,0.287721,180,360,28.3,7,,
train,0,1,fault00_run001,xmeas_32,PV,mol%,false,,500,89820,1.000000,1.000000,238,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=31 distinct values vs reference p05 29.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,31,0.0934752,180,360,29.3,7,,
train,0,1,fault00_run001,xmeas_33,PV,mol%,false,,500,89820,1.000000,1.000000,226,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=31 distinct values vs reference p05 29.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,31,0.26662,180,360,29.3,7,,
train,0,1,fault00_run001,xmeas_34,PV,mol%,false,,500,89820,1.000000,1.000000,226,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=31 distinct values vs reference p05 28.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,31,0.0213793,180,360,28.3,7,,
train,0,1,fault00_run001,xmeas_35,PV,mol%,false,,500,89820,1.000000,1.000000,233,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=31 distinct values vs reference p05 29.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,31,0.0468107,180,360,29.3,7,,
train,0,1,fault00_run001,xmeas_36,PV,mol%,false,,500,89820,1.000000,1.000000,236,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=31 distinct values vs reference p05 29.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,31,0.0534528,180,360,29.3,7,,
train,0,1,fault00_run001,xmeas_37,PV,mol%,false,,500,89820,1.000000,1.000000,100,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 720s vs own p99 900s | distinct_value_count_vs_p05=13 distinct values vs reference p05 12.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,13,0.0100392,720,900,12,7,,
train,0,1,fault00_run001,xmeas_38,PV,mol%,false,,500,89820,1.000000,1.000000,99,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 720s vs own p99 900s | distinct_value_count_vs_p05=13 distinct values vs reference p05 12.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,13,0.0144106,720,900,12,7,,
train,0,1,fault00_run001,xmeas_39,PV,mol%,false,,500,89820,1.000000,1.000000,99,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 720s vs own p99 900s | distinct_value_count_vs_p05=13 distinct values vs reference p05 12.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,13,0.00916838,720,900,12,7,,
train,0,1,fault00_run001,xmeas_4,PV,kg/h,true,kilograms per hour,500,89820,1.000000,1.000000,460,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=61 distinct values vs reference p05 57.6 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,61,0.0905043,0,180,57.6,7,,
train,0,1,fault00_run001,xmeas_40,PV,mol%,false,,500,89820,1.000000,1.000000,100,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 720s vs own p99 900s | distinct_value_count_vs_p05=13 distinct values vs reference p05 12.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,13,0.570701,720,900,12,7,,
train,0,1,fault00_run001,xmeas_41,PV,mol%,false,,500,89820,1.000000,1.000000,97,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 720s vs own p99 900s | distinct_value_count_vs_p05=13 distinct values vs reference p05 11.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,13,0.396017,720,900,11.3,7,,
train,0,1,fault00_run001,xmeas_5,PV,kg/h,true,kilograms per hour,500,89820,1.000000,1.000000,374,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=57 distinct values vs reference p05 56.6 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,57,0.199418,0,180,56.6,7,,
train,0,1,fault00_run001,xmeas_6,PV,kscmh,false,,500,89820,1.000000,1.000000,370,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=60 distinct values vs reference p05 56.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,60,0.230286,0,180,56,7,,
train,0,1,fault00_run001,xmeas_7,PV,kPa gauge,false,,500,89820,1.000000,1.000000,208,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 182s | distinct_value_count_vs_p05=49 distinct values vs reference p05 42.9 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,49,4.77998,0,181.8,42.9,7,,
train,0,1,fault00_run001,xmeas_8,PV,%,true,percent,500,89820,1.000000,1.000000,441,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=60 distinct values vs reference p05 58.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,60,0.55277,0,180,58,7,,
train,0,1,fault00_run001,xmeas_9,PV,degC,true,degrees Celsius,500,89820,1.000000,1.000000,13,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 540s | distinct_value_count_vs_p05=10 distinct values vs reference p05 9.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,10,0.021325,0,540,9,7,,
train,0,1,fault00_run001,xmv_1,OP,%,true,percent,500,89820,1.000000,1.000000,438,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=61 distinct values vs reference p05 58.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,61,0.478385,0,180,58,7,,
train,0,1,fault00_run001,xmv_10,OP,%,true,percent,500,89820,1.000000,1.000000,446,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=61 distinct values vs reference p05 58.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,61,0.613118,0,180,58.3,7,,
train,0,1,fault00_run001,xmv_11,OP,%,true,percent,500,89820,1.000000,1.000000,479,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=60 distinct values vs reference p05 60.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,60,1.29844,0,180,60,7,,
train,0,1,fault00_run001,xmv_2,OP,%,true,percent,500,89820,1.000000,1.000000,424,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=59 distinct values vs reference p05 57.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,59,0.488812,0,180,57.3,7,,
train,0,1,fault00_run001,xmv_3,OP,%,true,percent,500,89820,1.000000,1.000000,488,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=61 distinct values vs reference p05 59.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,61,2.43364,0,180,59,7,,
train,0,1,fault00_run001,xmv_4,OP,%,true,percent,500,89820,1.000000,1.000000,471,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=60 distinct values vs reference p05 57.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,60,1.33557,0,180,57.3,7,,
train,0,1,fault00_run001,xmv_5,OP,%,true,percent,500,89820,1.000000,1.000000,429,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=60 distinct values vs reference p05 57.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,60,0.358227,0,180,57.3,7,,
train,0,1,fault00_run001,xmv_6,OP,%,true,percent,500,89820,1.000000,1.000000,473,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=61 distinct values vs reference p05 59.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,61,1.4291,0,180,59,7,,
train,0,1,fault00_run001,xmv_7,OP,%,true,percent,500,89820,1.000000,1.000000,490,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=61 distinct values vs reference p05 59.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,61,2.78145,0,180,59.3,7,,
train,0,1,fault00_run001,xmv_8,OP,%,true,percent,500,89820,1.000000,1.000000,490,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=61 distinct values vs reference p05 59.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,61,2.26922,0,180,59,7,,
train,0,1,fault00_run001,xmv_9,OP,%,true,percent,500,89820,1.000000,1.000000,479,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=61 distinct values vs reference p05 57.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,61,1.05143,0,180,57.3,7,,
train,0,2,fault00_run002,LABEL_fault,MODE,,false,,500,89820,1.000000,1.000000,1,0,,,500,0,0,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,7,,
train,0,2,fault00_run002,xmeas_1,PV,kscmh,false,,500,89820,1.000000,1.000000,489,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=61 distinct values vs reference p05 58.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,61,0.0335882,0,180,58.3,7,,
train,0,2,fault00_run002,xmeas_10,PV,kscmh,false,,500,89820,1.000000,1.000000,477,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=60 distinct values vs reference p05 58.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,60,0.011995,0,180,58.3,7,,
train,0,2,fault00_run002,xmeas_11,PV,degC,true,degrees Celsius,500,89820,1.000000,1.000000,405,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=58 distinct values vs reference p05 54.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,58,0.243073,0,180,54.3,7,,
train,0,2,fault00_run002,xmeas_12,PV,%,true,percent,500,89820,1.000000,1.000000,466,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=60 distinct values vs reference p05 59.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,60,0.994917,0,180,59,7,,
train,0,2,fault00_run002,xmeas_13,PV,kPa gauge,false,,500,89820,1.000000,1.000000,277,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 360s | distinct_value_count_vs_p05=55 distinct values vs reference p05 49.6 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,55,7.35089,0,360,49.6,7,,
train,0,2,fault00_run002,xmeas_14,PV,m3/h,true,cubic meters per hour,500,89820,1.000000,1.000000,459,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=61 distinct values vs reference p05 58.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,61,0.988247,0,180,58.3,7,,
train,0,2,fault00_run002,xmeas_15,PV,%,true,percent,500,89820,1.000000,1.000000,472,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=60 distinct values vs reference p05 59.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,60,0.854782,0,180,59,7,,
train,0,2,fault00_run002,xmeas_16,PV,kPa gauge,false,,500,89820,1.000000,1.000000,243,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 360s | distinct_value_count_vs_p05=54 distinct values vs reference p05 43.5 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,54,4.36471,0,360,43.5,7,,
train,0,2,fault00_run002,xmeas_17,PV,m3/h,true,cubic meters per hour,500,89820,1.000000,1.000000,450,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=61 distinct values vs reference p05 56.6 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,61,0.599971,0,180,56.6,7,,
train,0,2,fault00_run002,xmeas_18,PV,degC,true,degrees Celsius,500,89820,1.000000,1.000000,438,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=60 distinct values vs reference p05 57.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,60,0.700627,0,180,57,7,,
train,0,2,fault00_run002,xmeas_19,PV,kg/h,true,kilograms per hour,500,89820,1.000000,1.000000,468,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=61 distinct values vs reference p05 59.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,61,18.7373,0,180,59,7,,
train,0,2,fault00_run002,xmeas_2,PV,kg/h,true,kilograms per hour,500,89820,1.000000,1.000000,400,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=60 distinct values vs reference p05 56.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,60,43.7471,0,180,56,7,,
train,0,2,fault00_run002,xmeas_20,PV,kW,false,,500,89820,1.000000,1.000000,373,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=58 distinct values vs reference p05 48.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,58,2.86316,0,180,48,7,,
train,0,2,fault00_run002,xmeas_21,PV,degC,true,degrees Celsius,500,89820,1.000000,1.000000,316,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=60 distinct values vs reference p05 52.6 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,60,0.165945,0,180,52.6,7,,
train,0,2,fault00_run002,xmeas_22,PV,degC,true,degrees Celsius,500,89820,1.000000,1.000000,397,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 180s | distinct_value_count_vs_p05=59 distinct values vs reference p05 57.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,59,0.289131,0,180,57.3,7,,
train,0,2,fault00_run002,xmeas_23,PV,mol%,false,,500,89820,1.000000,1.000000,229,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=31 distinct values vs reference p05 29.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,31,0.327044,180,360,29,7,,
train,0,2,fault00_run002,xmeas_24,PV,mol%,false,,500,89820,1.000000,1.000000,242,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=31 distinct values vs reference p05 28.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,31,0.100511,180,360,28.3,7,,
train,0,2,fault00_run002,xmeas_25,PV,mol%,false,,500,89820,1.000000,1.000000,220,0,,,500,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 180s vs own p99 360s | distinct_value_count_vs_p05=29 distinct values vs reference p05 28.3 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,29,0.233913,180,360,28.3,7,,
